Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
26/02/2005;3.8;6.7;14.7;25.7;72;2.4
27/02/2005;4.2;3.1;0;24.38;87.75;1.966.667
28/02/2005;2.8;7.3;9.1;24.14;81.25;.533333
01/03/2005;3.6;6.9;18.4;24.56;80;2.524.067
02/03/2005;3.6;1;.9;22.52;78.25;1.733.333
03/03/2005;3.2;0;9;19.4;97.5;.8574
04/03/2005;.6;1.8;16.4;21.04;88.25;1.2
05/03/2005;1.7;2.6;2.2;21.52;90.5;205.776
06/03/2005;2.1;8.1;2.1;22.72;78;1.633.333
07/03/2005;4.2;8.1;0;24.04;77.25;.8574
08/03/2005;4;7.2;0;25.4;73.25;0
09/03/2005;4.2;8.8;0;26.04;67;1.3
10/03/2005;5.8;6.4;0;25.36;78;1.066.667
11/03/2005;5.4;5.7;0;25;80.75;1.433.333
12/03/2005;2.7;8.6;2.1;25.4;68.5;1.366.667
13/03/2005;4.2;8;0;26.06;68.25;1.6
14/03/2005;4;5.3;0;26.74;73.25;.833333
15/03/2005;4;4.1;0;25.68;89;2.1
16/03/2005;3.6;3.2;9.4;26.16;74;1.624.067
17/03/2005;4.4;1.6;3.7;24.08;96;1.433.333
18/03/2005;2;1.2;3.5;23.8;89.75;1
19/03/2005;1.8;7.7;6.2;24.6;86.25;.533333
20/03/2005;3;4.3;1.1;24.2;85.5;.533333
21/03/2005;2.2;.4;1;23.44;87.5;1.2
22/03/2005;2;1;8.3;23.8;89;1
23/03/2005;1;4.8;1;24.52;85.25;1
24/03/2005;2.3;1.1;9.5;24.16;85.25;0
25/03/2005;1.5;1.9;15.4;22.84;93.25;1.976.653
26/03/2005;1.7;.9;10.7;22.2;79.75;3.2
27/03/2005;3.3;3.5;0;22.72;79.75;1.766.667
28/03/2005;4;4.2;2.6;22.98;83.5;2.666.667
29/03/2005;3;7.5;19.6;22.76;83.5;1
30/03/2005;3;7.8;26.8;23.08;81.25;.533333
31/03/2005;3.3;10;0;24.16;77.25;1.866.667
01/04/2005;4.2;6.5;0;24.48;90.25;1.1
02/04/2005;2;8.8;6.3;25.12;76.25;.433333
03/04/2005;3.3;8.8;0;25.64;73.75;.666667
04/04/2005;4;7.1;.7;24.76;85;1.466.667
05/04/2005;3.7;5.7;48;24.4;84.5;.533333
06/04/2005;2.3;6.4;17.3;25.02;81.5;.966667
07/04/2005;3;8.1;0;25.34;79.75;.533333
08/04/2005;3;6.9;0;25.64;76;0
09/04/2005;3.5;9.8;0;24.92;78.25;2.1
10/04/2005;4.3;7.8;0;24.36;80.25;0
11/04/2005;3.5;7.4;0;24.84;78.25;.533333
12/04/2005;3.2;7.5;0;23.56;78;1.290.733
13/04/2005;4.6;9;0;23.56;73;1.433.333
14/04/2005;5.1;7.9;0;23.64;79.75;0
15/04/2005;3.5;9.7;0;23.72;76.75;0
16/04/2005;4;8.9;0;24;77.25;.533333
17/04/2005;3.8;7.2;4;24.06;82;2.8
18/04/2005;3.6;6.6;0;23.4;77.25;1.366.667
19/04/2005;3.9;4.9;0;23.48;83;.766667
20/04/2005;3;8.4;0;23.94;77.25;.966667
21/04/2005;3.8;1.1;4.5;21.16;92.25;102.888
22/04/2005;1.2;5.4;5.9;21.52;80.5;1.2
23/04/2005;3.2;8.6;0;20.76;85.25;.8574
24/04/2005;2.7;0;27.8;19.52;90.5;0
25/04/2005;1.7;2.9;0;22.6;84.25;205.776
26/04/2005;2.4;0;10.3;18.52;94;274.332
27/04/2005;1.2;1.2;8.6;18.22;78.25;1.2
28/04/2005;2.4;null;0;18.56;94.5;.533333
29/04/2005;1.3;2;5.5;20.84;86.25;1.047.773
30/04/2005;1.9;5.2;2.1;20;79.75;4.433.333
01/05/2005;5.2;5.8;0;18.34;76;0
02/05/2005;4;3.6;0;17.7;82.5;.666667
03/05/2005;4.2;2.2;.2;17.56;82.5;1.533.333
04/05/2005;4.2;7.6;0;17.96;77.25;.5
05/05/2005;4;6.7;0;19.48;71.75;151.444
06/05/2005;4.2;7.2;0;19.44;78.75;.8574
07/05/2005;3.3;7.8;0;20.08;73.25;1.047.773
08/05/2005;4.1;6.4;0;20.4;75.5;2.1
09/05/2005;5;3.5;12.1;20.72;86.5;.666667
10/05/2005;1.6;2.4;0;20.64;88;.51444
11/05/2005;1.7;8;0;21.92;50.25;.666667
12/05/2005;2.7;9.3;0;22.32;73.5;1.133.333
13/05/2005;4;8.7;0;22.3;76.5;0
14/05/2005;3;9.4;0;21.24;78.25;.766667
15/05/2005;3;8.9;0;20.32;79;0
16/05/2005;3.3;9.5;0;21.04;73.5;.433333
17/05/2005;3.5;8.9;0;21.4;72.25;0
18/05/2005;4;8.4;0;21.02;72.75;.51444
19/05/2005;4;5.8;0;22.12;78.75;0
20/05/2005;2.9;4.7;0;21.92;86.5;.833333
21/05/2005;2.1;3.5;0;23.24;69.75;1.2
22/05/2005;4;0;3.6;19.56;93.5;.666667
23/05/2005;1.2;0;10.2;18.84;91;.533333
24/05/2005;.8;0;1;20.04;95;0
25/05/2005;1;0;31;17.82;95;1.366.667
26/05/2005;.5;6.4;7;18.6;81.5;1.867.027
27/05/2005;3;6;0;18.56;78.5;2.124.067
28/05/2005;3.1;7.5;0;17.7;78.75;1.633.693
29/05/2005;4.2;7.6;0;18.28;81;1.1
30/05/2005;3.4;6.4;0;19.44;84;1.866.667
31/05/2005;3.4;7.9;0;20.62;77.75;1.633.693
01/06/2005;4.4;4.9;0;20.48;82.75;1.947.773
02/06/2005;3.1;1.5;.7;19.76;82.25;.666667
03/06/2005;2.5;7.5;0;19.84;80.25;.933333
04/06/2005;3;8.5;0;20.24;76;1.181.107
05/06/2005;4;9.2;0;18.92;80.25;.533333
06/06/2005;4;6.6;0;19.04;80;1.433.333
07/06/2005;3.2;5.4;0;19.44;78.25;.433333
08/06/2005;2.5;6.7;.1;18.52;81.25;.433333
09/06/2005;2.8;7.7;0;19;75.25;1
10/06/2005;3.8;9.4;0;18.84;76.5;0
11/06/2005;5.4;5.9;0;18.04;85.75;.533333
12/06/2005;2.4;8.3;1.2;18.64;81.5;.533333
13/06/2005;3;9.2;.2;18.84;80.75;.533333
14/06/2005;2.7;8.3;0;18.1;78.75;.533333
15/06/2005;4;8.9;0;18.4;71.5;0
16/06/2005;3.2;9;0;18;74.75;.433333
17/06/2005;3.8;8.8;0;18.8;71;0
18/06/2005;3.5;7.8;0;19.92;70.75;.666667
19/06/2005;3.4;6.6;.2;20.44;76.25;.766667
20/06/2005;3.3;.3;0;17.66;96.75;0
21/06/2005;.8;.3;5.6;17.28;90.25;2.205.173
22/06/2005;1.5;6.8;4.6;17.84;87.75;.433333
23/06/2005;1.5;6;.2;17.16;78.75;.666667
24/06/2005;2.8;5.3;.2;16.6;77.75;.966667
25/06/2005;3;4.9;0;17.4;78.75;.433333
26/06/2005;3;6.6;0;17.22;83.25;.533333
27/06/2005;2;4.4;.2;16.32;77.5;0
28/06/2005;2.6;1.9;0;17.8;81.25;1.066.667
29/06/2005;2.1;4.4;0;19.42;81;0
30/06/2005;3.2;6.9;0;20.04;76.5;1.867.027
01/07/2005;3.9;2.3;0;19.72;79;0
02/07/2005;2.4;5.5;0;18.98;78.5;0
03/07/2005;2.3;7.6;.2;18.04;72.25;0
04/07/2005;1.8;9.5;0;18.28;70;.433333
05/07/2005;5;7.9;0;18.78;74.5;1.366.667
06/07/2005;5.4;0;0;17.48;92.75;.533333
07/07/2005;1.1;0;10.6;14.1;86.25;2.866.667
08/07/2005;2;.9;.2;14.12;80.25;1.647.773
09/07/2005;2.1;5.2;.4;14.04;79.5;1.733.333
10/07/2005;3.4;.1;0;14.6;81.25;.966667
11/07/2005;2.3;7.4;0;17.2;73.75;.947773
12/07/2005;3.7;8.3;0;16.04;71.25;.533333
13/07/2005;4.3;7.2;0;15.84;74.5;1.433.333
14/07/2005;4.6;9;0;16.92;73.25;1.967.027
15/07/2005;5.2;7.8;0;17.48;74.5;.433333
16/07/2005;3.4;9.4;0;17.28;71.25;.6
17/07/2005;4.6;8.8;0;20.6;59.75;2.1
18/07/2005;6.7;0;0;18;90.25;1.366.667
19/07/2005;1.7;0;8.5;14.88;93.75;120.036
20/07/2005;1.2;.1;8.9;14.92;94;1.366.667
21/07/2005;1;1.8;1.3;16.72;88;1.533.333
22/07/2005;1.8;6.8;0;17.72;85.25;0
23/07/2005;2.3;7.2;.1;18.52;84;.766667
24/07/2005;2.8;8.7;0;19.8;78.25;.433333
25/07/2005;3.5;1.1;0;18.04;93;0
26/07/2005;1.2;.1;.5;16.92;86;1.219.253
27/07/2005;2.2;0;.4;15.34;91.5;.533333
28/07/2005;1;5;2.6;17.6;81.75;0
29/07/2005;2;6.7;.2;18.52;73.75;.966667
30/07/2005;3.5;7.5;0;17.44;70.25;.766667
31/07/2005;3.9;9.2;0;17.8;76.75;.866667
01/08/2005;4;8.3;0;17.76;68;.533333
02/08/2005;2;9.8;0;16.84;70.75;0
03/08/2005;6.6;9.5;0;17.2;66;0
04/08/2005;4.6;9.7;0;17.66;65.5;0
05/08/2005;4.5;9;0;16.98;74.25;0
06/08/2005;4.7;8.8;0;17.88;60.25;1.047.773
07/08/2005;5.2;9.1;0;18.34;69;1.281.107
08/08/2005;5.7;5.5;0;18.44;77.75;1
09/08/2005;3.7;5.8;0;19.66;73.5;.533333
10/08/2005;4;5.4;0;19.36;57.5;1.866.667
11/08/2005;7.2;9.5;0;17.96;63.25;1.3
12/08/2005;5.8;2.7;0;19.04;73.25;2.1
13/08/2005;3.7;2.8;0;19.72;80.5;1.6
14/08/2005;2.8;6.9;0;21.2;75.5;0
15/08/2005;3.3;9.3;0;21.08;66;1.390.733
16/08/2005;6.9;8.1;0;20.54;66.75;1.733.333
17/08/2005;5.5;8;0;20;73.25;.766667
18/08/2005;5;8.8;0;20.76;70;1.1
19/08/2005;4.5;2.9;6.1;19.3;82.75;1.366.667
20/08/2005;2.7;6.7;0;19.96;76.25;1.766.667
21/08/2005;4.8;9;0;20.84;70;1.3
22/08/2005;5.5;9.7;0;20.84;60;.533333
23/08/2005;5.5;9.9;0;20;60.25;.533333
24/08/2005;6.8;8.3;0;21.36;52.5;.533333
25/08/2005;7.3;1.1;0;19.6;77;2.866.667
26/08/2005;3.9;.1;.1;19.48;76.25;1.933.333
27/08/2005;3.5;4.9;0;21.56;81;.8574
28/08/2005;3.5;8.1;0;21.24;73.75;0
29/08/2005;5.5;9.6;0;23.14;57.75;0
30/08/2005;6.7;10;0;23.72;52.5;0
31/08/2005;8;6.5;0;23;70.75;1.867.027
01/09/2005;7;3.5;0;23.8;75;0
02/09/2005;5.5;.8;1;21.52;82;3
03/09/2005;2.4;1.6;.6;19.76;84.5;1.967.027
04/09/2005;2.9;3.1;0;21.68;73;1.352.587
05/09/2005;5.7;1.7;2.1;19.48;86;1.266.667
06/09/2005;2;.9;0;19.16;85;314.332
07/09/2005;2.5;0;20.4;17.48;94.25;.433333
08/09/2005;1.5;0;.2;16.96;90.75;1.733.333
09/09/2005;1.3;.9;2;19.2;80.5;2.033.333
10/09/2005;3.4;7.8;0;21.32;71.5;.68592
11/09/2005;6;9.5;0;23.2;60.5;.533333
12/09/2005;6.5;6.1;0;21.48;74.5;2.333.333
13/09/2005;6;.4;12.3;18.4;83.25;1.666.667
14/09/2005;2.7;0;0;16.68;90.25;1.766.667
15/09/2005;1.2;3.8;0;20.32;80.5;.666667
16/09/2005;2.8;7.4;0;21.52;79.25;.866667
17/09/2005;5.2;0;11.3;18.8;90.5;2.481.467
18/09/2005;2.5;.1;0;18.32;89.5;154.332
19/09/2005;1.8;3.5;2;21.76;77;1.833.333
20/09/2005;2.7;7;.5;19.92;82.5;464.332
21/09/2005;6.4;6.2;0;19.36;67.5;2.290.733
22/09/2005;6.4;6;0;19.68;74.75;2.033.333
23/09/2005;6;1.4;0;20;81.25;2.766.667
24/09/2005;3;3.2;8.4;21.44;80.5;1.2
25/09/2005;3.3;0;3.1;20.12;96.5;0
26/09/2005;.7;0;6;18.22;92.25;4.595.907
27/09/2005;2;0;1;15.5;97.25;1.2
28/09/2005;.8;0;24.1;16;87;1.824.067
29/09/2005;2;2.8;0;18.5;77;312.888
30/09/2005;4.4;6;0;20.32;66.25;1.047.773
01/10/2005;5.7;9.5;0;21.6;65.75;102.888
02/10/2005;4.5;0;0;18.8;93.75;0
03/10/2005;2.7;3.8;7.6;20.32;81;1
04/10/2005;4.1;8.9;0;23.36;63.75;1.066.667
05/10/2005;5.6;2.5;0;23.16;72.25;2.466.667
06/10/2005;5;0;0;22.16;83;2.6
07/10/2005;3.3;4.5;0;23.16;77.75;3.4
08/10/2005;5;9.5;0;26.08;52.5;120.036
09/10/2005;8.7;9.8;0;24.52;65.25;18.574
10/10/2005;7.3;3.7;0;23.32;74.75;2.966.667
11/10/2005;5;4.8;0;23.64;77.25;2.166.667
12/10/2005;5.2;9;0;25.4;67.5;.766667
13/10/2005;5.8;10.1;0;25.92;46.75;1.766.667
14/10/2005;10.5;10.4;0;26.96;43.5;3.866.667
15/10/2005;9.2;.6;2.7;22.56;84;1.733.693
16/10/2005;3.8;8.6;0;25.08;67;3.876.653
17/10/2005;6.8;9.2;0;26.92;59.75;1.733.333
18/10/2005;7.2;4;0;23;75.75;264.332
19/10/2005;5;0;10;18.42;96;1.266.667
20/10/2005;1;2.1;4;21.52;76;3.133.333
21/10/2005;3.8;8.8;0;23.84;71.5;120.036
22/10/2005;5.7;.2;0;22;85.25;1.524.067
23/10/2005;2.2;1.5;4.2;23.36;79;120.036
24/10/2005;3.6;5.5;1.6;23.52;81.5;1.752.587
25/10/2005;3.7;1.7;3.9;23.36;83.75;.51444
26/10/2005;3.2;2.1;22.2;24.24;77.25;.766667
27/10/2005;4.2;2.2;2;24.4;79;2.5
28/10/2005;3.9;5.5;3.3;25.16;74;1.6
29/10/2005;4.7;.4;2.2;22.16;87;3.533.333
30/10/2005;2;0;6.8;19.72;92;2.966.667
31/10/2005;2.2;2.2;3.8;20.88;82;.766667
01/11/2005;2.3;2.8;8;20.4;85;2.6
02/11/2005;2.5;.4;1.3;20.04;87;1.690.733
03/11/2005;3;1.6;32.2;21.16;90.25;2.7
04/11/2005;2.2;1.2;.3;21.96;82.75;1.733.333
05/11/2005;2.5;3.7;17.2;21.64;85.25;1.733.693
06/11/2005;2.6;5.6;10.7;22.44;86.25;154.332
07/11/2005;3.1;4.3;3.9;22.24;91;1.690.733
08/11/2005;2.2;.1;27.4;19.52;90.75;2.7
09/11/2005;2.4;0;2.4;18.56;76.75;1.266.667
10/11/2005;3.2;0;3;16.26;90.25;1.5
11/11/2005;1.2;4;1.4;18.52;78.75;3.305.173
12/11/2005;3.8;2.9;1;20.2;68;198.592
13/11/2005;5.5;9.2;0;22.36;66;2.766.667
14/11/2005;6;8.4;0;22.72;64;1.766.667
15/11/2005;6;7.4;0;22.64;73.5;1.976.653
16/11/2005;4.8;10.8;.1;22.84;75.5;2.866.667
17/11/2005;6.7;2.8;11.5;23.44;82.25;1.133.333
18/11/2005;4.8;4;1.9;24.8;72.5;.766667
19/11/2005;4.7;5.9;0;26.12;75.75;.8574
20/11/2005;5.1;3;.6;23.52;83.25;2.547.773
21/11/2005;5.8;7.2;2.1;22.44;71.25;1.690.733
22/11/2005;6.4;4.5;0;23.2;73.25;1.047.773
23/11/2005;5;6.4;0;24.28;72.25;2.266.667
24/11/2005;5.6;10.7;0;26.68;62.25;1.2
25/11/2005;6.4;0;.4;24.2;92.25;2.166.667
26/11/2005;2.5;.1;46.7;20.92;85.5;1.766.667
27/11/2005;1.5;9.9;2;20.36;62;3.176.653
28/11/2005;7.3;5.3;0;22.04;68;3.133.693
29/11/2005;6.9;6.9;0;24.48;73.5;1.967.027
30/11/2005;5.1;2.3;0;24.2;80.25;.533333
01/12/2005;3.8;.4;.5;24.92;74.5;0
02/12/2005;4.4;.2;.1;22.76;92.5;3.2
03/12/2005;2.3;0;18.9;19.2;78.25;.666667
04/12/2005;2.8;9.9;0;21.2;66;1.2
05/12/2005;6.5;7.3;0;24.36;60.5;1.1
06/12/2005;5.8;1.6;.3;23.2;84;.533333
07/12/2005;3.4;0;28.4;20.12;85.25;272.888
08/12/2005;2.3;2.2;3.4;19;83.5;1.933.333
09/12/2005;3.5;6.3;.2;22.76;73.75;1.333.333
10/12/2005;4.2;5.2;1;23.88;84.25;120.036
11/12/2005;3.8;0;24.4;20.88;88.75;.68592
12/12/2005;1.4;0;6.5;18.96;92.5;1.8
13/12/2005;1.6;1.5;1.1;20.48;87;178.592
14/12/2005;2.4;1.7;17.6;20.84;80.75;2.3
15/12/2005;3;.1;.6;21.52;78.75;2.366.667
16/12/2005;4.3;5.3;0;22.84;79;0
17/12/2005;3.5;7;18.9;23.76;78.25;422.888
18/12/2005;6.2;3.2;7.5;24.08;80.25;1.1
19/12/2005;5.2;1.2;18.3;24.16;80.25;.8574
20/12/2005;4.4;5;0;25.68;61.75;.433333
21/12/2005;6.1;1.2;.1;24;85.25;2.224.067
22/12/2005;3.3;1.8;8.3;23.44;86;137.184
23/12/2005;2.4;8.9;1.2;24.84;76.25;2.2
24/12/2005;5.8;8.8;0;24.84;75.25;1.433.333
25/12/2005;6.5;.9;33.2;22.44;88;1.219.253
26/12/2005;3;5.2;20;21.76;69.75;2.552.587
27/12/2005;6.4;4.8;0;22.16;71.5;2.290.733
28/12/2005;5.7;8.9;0;21.8;61.75;2.2
29/12/2005;7.4;7.5;0;22.88;74.75;2.3
30/12/2005;5;6.3;.5;23;79.5;18.574
31/12/2005;3.6;4.8;1;23.64;76.25;111.444
01/01/2006;4.4;0;.2;22.64;85;231.498
02/01/2006;2.1;0;8.6;21.6;null;0
03/01/2006;.6;1.1;15.6;23.28;null;12.861
04/01/2006;1.8;0;1.5;23;null;102.888
05/01/2006;2.4;0;23.2;21.16;null;0
06/01/2006;1.1;0;7.2;21.72;null;0
07/01/2006;.8;4.8;4.2;24.04;null;180.054
08/01/2006;4.2;10.1;0;25.28;null;180.054
09/01/2006;5.9;10.2;0;26.2;null;.77166
10/01/2006;7.2;10.7;0;26.24;null;102.888
11/01/2006;8.4;9.9;0;25.12;null;205.776
12/01/2006;7.3;9;0;25.4;null;231.498
13/01/2006;9.8;11;0;25.68;null;0
14/01/2006;6.3;12.1;0;25.84;null;102.888
15/01/2006;9.1;9.9;0;27;null;231.498
16/01/2006;8;9.8;0;26.8;null;.77166
17/01/2006;6.6;10.7;0;26.24;null;231.498
18/01/2006;7.5;7;0;25.64;null;154.332
19/01/2006;6.5;5.7;0;25.44;null;.77166
20/01/2006;5.7;10.1;4.8;27.48;null;154.332
21/01/2006;9.7;10.4;0;26.92;null;102.888
22/01/2006;11.5;8.2;0;26.28;null;180.054
23/01/2006;9.2;9.7;0;25.4;null;.77166
24/01/2006;5.7;9.6;11.8;25.16;null;12.861
25/01/2006;5.3;10.5;11.2;27.92;null;.77166
26/01/2006;7.3;7.6;0;25.68;null;102.888
27/01/2006;5.9;1;4.2;22.84;null;0
28/01/2006;1.6;5.4;28.4;22.96;null;0
29/01/2006;2.5;1.3;37.8;22.48;null;0
30/01/2006;1.1;0;7.5;23;null;0
31/01/2006;1.9;0;.4;23.44;null;0
01/02/2006;2.5;3.4;18.8;21.68;92.5;.51444
02/02/2006;2;1.3;19.6;22;94.25;.666667
03/02/2006;1.5;8;3.2;23.8;82;1.947.773
04/02/2006;2.6;8.1;6.5;24.84;73.5;0
05/02/2006;4.6;11.1;2.2;26.28;64.75;.666667
06/02/2006;6.1;10.3;0;26.56;60.5;0
07/02/2006;6.4;5.5;0;26.16;70.25;.533333
08/02/2006;5;4.3;2.3;24.32;91.75;0
09/02/2006;2.1;4.7;31;23.72;89;1.333.333
10/02/2006;1.9;4.9;76.6;24.7;81.75;1.433.333
11/02/2006;1.9;0;6.5;22.44;94;.666667
12/02/2006;1.2;0;8.4;23.16;93.75;1.847.773
13/02/2006;2.2;5;6.8;24.84;81.5;2.433.333
14/02/2006;3.1;5;7.3;24.2;86.75;1.533.333
15/02/2006;2.2;1.6;7.8;23.8;91.25;1.066.667
16/02/2006;1.5;.1;4.5;23.12;85.75;0
17/02/2006;1.9;6.1;31.1;24.4;84.25;.833333
18/02/2006;2.6;6.6;5.2;24.56;81.25;.433333
19/02/2006;3;5.6;2.4;24.38;84.25;.766667
20/02/2006;3.1;5.7;6.7;25.48;72.75;.8574
21/02/2006;3.8;5.7;7.3;22.68;87.5;1.866.667
22/02/2006;2.1;1.6;31.9;23.04;85.75;0
23/02/2006;2.5;7.6;4.3;25.56;68.25;1.3
24/02/2006;4.5;7.9;13.9;25.6;73.5;1.2
25/02/2006;4.5;3.2;2.8;25.28;80.25;0
26/02/2006;2.8;8.9;0;25.04;80.75;.433333
27/02/2006;4.5;3.6;7.4;23.3;85.25;.766667
28/02/2006;2.2;5.1;44.6;24.08;85.25;0
01/03/2006;2.8;7.2;17.8;24.66;78;.68592
02/03/2006;3.7;7;0;26.56;78.5;1.366.667
03/03/2006;5.2;8;0;26.92;71.25;1.695.547
04/03/2006;4.6;8.2;0;25.6;79;137.184
05/03/2006;5.3;5.2;4.2;24.6;82.5;120.036
06/03/2006;3.7;0;47.1;21.68;97.25;0
07/03/2006;.4;2.4;13.6;23.58;81.5;.68592
08/03/2006;2.5;8.4;0;24.68;81;17.148
09/03/2006;3.5;7.9;1.9;24.4;78.25;.51444
10/03/2006;3.6;9.1;.8;24.06;79.75;137.184
11/03/2006;5;4.5;19.7;22.48;75;205.776
12/03/2006;4;4;.3;22.52;80.75;154.332
13/03/2006;4.2;8.3;0;23.34;69.25;102.888
14/03/2006;5;5.3;0;24.04;76;154.332
15/03/2006;4.1;0;0;22.84;93.25;137.184
16/03/2006;.9;1.9;9.7;23.64;92.5;154.332
17/03/2006;1.1;6.4;42;24.76;74.75;.68592
18/03/2006;3.9;7.2;0;23.6;82.75;205.776
19/03/2006;3.8;5.9;.1;23.56;82.5;120.036
20/03/2006;3;8.7;0;24.16;80;154.332
21/03/2006;3.7;6.6;.9;24.28;81.5;154.332
22/03/2006;3;7.6;0;24.84;68;.68592
23/03/2006;4.7;7.5;0;24.88;78.25;0
24/03/2006;2.6;7.7;9.3;23.72;80.75;102.888
25/03/2006;3.8;3.2;5.7;24.76;86.75;.51444
26/03/2006;3;2.4;1.1;23.32;86.25;34.296
27/03/2006;3.3;4.9;5.1;22.68;82.75;120.036
28/03/2006;3.3;8.9;0;23.2;72.5;154.332
29/03/2006;3.8;2.4;0;21.84;82.75;102.888
30/03/2006;3.1;1.1;0;22.04;87;120.036
31/03/2006;2.2;1.9;6;21.8;82.25;137.184
01/04/2006;3.5;3.2;.2;21.64;78;188.628
02/04/2006;4.1;1.5;0;22.52;80.75;17.148
03/04/2006;4.2;4.2;1.1;22.2;76.5;188.628
04/04/2006;4.2;7.8;.2;21.04;75.75;188.628
05/04/2006;5.1;7.7;0;21.72;75.5;154.332
06/04/2006;4.3;6.2;0;24.12;68.75;120.036
07/04/2006;3.2;3;5;22.92;87.25;.51444
08/04/2006;2;5.5;1.8;22.92;85.5;.68592
09/04/2006;3;8.3;4.5;22.84;83.5;0
10/04/2006;3.5;7.6;29.1;24.32;77.75;205.776
11/04/2006;3.5;8.2;0;23.6;80.75;154.332
12/04/2006;3;6.3;0;23.24;73.5;.68592
13/04/2006;3.2;9.6;0;23.24;73;154.332
14/04/2006;5.1;9.4;0;23.36;73.75;102.888
15/04/2006;4;5.6;0;24;80;154.332
16/04/2006;3.7;5.6;0;23.84;78;25.722
17/04/2006;5.9;0;0;21.32;80.25;583.032
18/04/2006;7.6;.2;2.4;17.8;91;120.036
19/04/2006;1.3;1;3.6;19.16;79;17.148
20/04/2006;2.8;5.6;0;19.48;74.25;102.888
21/04/2006;3.9;7.8;0;19.64;78.5;0
22/04/2006;3.3;9.8;0;21.58;77.25;154.332
23/04/2006;4.2;6.2;0;23.96;79;120.036
24/04/2006;3.5;8.3;0;23;76;188.628
25/04/2006;5;5.8;.3;23.6;76;.51444
26/04/2006;4;8.5;0;23.04;70.5;154.332
27/04/2006;4.5;5.4;7.3;21.6;76.5;102.888
28/04/2006;3.5;3.4;0;20.32;82.25;102.888
29/04/2006;3.3;6.8;0;21.84;78.75;154.332
30/04/2006;3.1;6.5;0;21.12;84;.51444
01/05/2006;2.9;7.5;0;22.6;76.75;.533333
02/05/2006;3;5;0;21.92;79.75;1
03/05/2006;4.4;8;0;20.24;75;1.2
04/05/2006;3.8;9.5;0;18.28;66.25;.533333
05/05/2006;4.3;9.3;0;16.76;69.25;1.447.773
06/05/2006;4.5;6.3;0;17.48;76;1.433.333
07/05/2006;4.5;6.3;0;19.34;77;18.574
08/05/2006;4.5;3;0;19.12;86;.533333
09/05/2006;2.5;4.6;5.1;19.88;86.25;1.3
10/05/2006;2.5;0;.3;19.04;96.25;.766667
11/05/2006;.8;8.5;19.3;20.44;62.75;4.7
12/05/2006;9.2;9.7;0;19.4;71.5;4.3
13/05/2006;7;7.8;0;19.44;74;.6
14/05/2006;4.5;6.1;0;18.02;76.25;1.2
15/05/2006;3;7.8;0;18.44;77.5;1.1
16/05/2006;4.2;5.3;0;18;80.5;1.2
17/05/2006;3.5;9.2;0;18.32;70.75;1.2
18/05/2006;4.3;7.6;0;16.24;81.5;0
19/05/2006;3;7.7;.2;16.32;74.25;0
20/05/2006;3.4;6.5;0;17.16;76.75;.533333
21/05/2006;3.4;6.7;0;20.08;69.25;.533333
22/05/2006;4;1.5;0;19.16;87;102.888
23/05/2006;2;0;8.5;17.62;94.75;4.287
24/05/2006;1.2;0;3.7;16.56;96.25;.51444
25/05/2006;.9;0;1.3;16.84;93;.68592
26/05/2006;1.6;8;.4;19;78.5;.8574
27/05/2006;2.8;5.6;0;18.12;85.25;0
28/05/2006;1.7;7;.3;18.16;74.75;137.184
29/05/2006;4.7;8.4;0;19.16;78.75;.68592
30/05/2006;4.5;5.7;0;19.24;85.75;102.888
31/05/2006;2.5;3.9;.2;18.68;85.25;0
01/06/2006;2;6;0;19.12;80.75;188.628
02/06/2006;4;8;.3;18.76;72.5;120.036
03/06/2006;4.2;2;0;16.96;82.25;.8574
04/06/2006;2.8;7.9;0;15.6;83.75;0
05/06/2006;3;5.7;.3;17.02;73.5;0
06/06/2006;3.5;3.8;0;18.08;82.5;.51444
07/06/2006;3;6.1;0;19.42;82.5;.51444
08/06/2006;3;6.5;0;17.72;76.25;17.148
09/06/2006;4;6.7;0;17.84;81;.51444
10/06/2006;3.5;7.2;0;17.56;82.75;154.332
11/06/2006;3;2.9;.1;18.4;85.5;.68592
12/06/2006;3;5.4;9.3;19.36;79;120.036
13/06/2006;3.5;7.7;0;19.2;76.25;188.628
14/06/2006;3.5;6.2;0;17.12;82.25;0
15/06/2006;2.7;8;.3;16.18;74.25;0
16/06/2006;3.3;7.7;0;16.6;74.5;137.184
17/06/2006;4.5;7.3;0;18.28;79.5;102.888
18/06/2006;3.5;5.9;0;19.04;80.5;17.148
19/06/2006;3.8;8.5;0;17.82;78;17.148
20/06/2006;4.2;7;0;17.16;78.5;.51444
21/06/2006;4.2;8.9;0;16.72;75.25;154.332
22/06/2006;5;8.7;0;18.12;64.5;.51444
23/06/2006;4.3;6.1;0;19.84;77;102.888
24/06/2006;3.7;9.1;0;18.5;71.5;308.664
25/06/2006;5.9;8.8;0;17.8;79;0
26/06/2006;3.3;.8;0;17.26;87.75;325.812
27/06/2006;1.8;6.5;3.4;16.36;76.75;154.332
28/06/2006;6;8.2;0;15.28;75;25.722
